"Ilha_01"	"Ilha_02"	"Ilha_03"	"Ilha_04"
"183"	20.8184368737475	20.8092092092092	20.7908091908092	10000
"184"	28.2276553106212	28.2138138138138	28.1862137862138	10000
"185"	26.9846153846154	26.9589315525876	26.9078202995008	10000
"186"	18.4192384769539	18.4096096096096	18.3904095904096	18.3808383233533
"187"	28.2276553106212	28.2138138138138	28.1862137862138	10000
"188"	43.4693386773547	43.4346346346346	43.3654345654346	43.3309381237525
"189"	28.2276553106212	28.2138138138138	28.1862137862138	10000
"190"	18.4192384769539	18.4096096096096	18.3904095904096	10000
"191"	21.9678929765886	21.9505843071786	21.9161397670549	10000
"192"	18.8144288577154	18.8072072072072	18.7928071928072	10000
"193"	18.4923076923077	18.4794657762938	18.4539101497504	10000
"194"	26.9846153846154	26.9589315525876	26.9078202995008	10000
"195"	43.4693386773547	43.4346346346346	43.3654345654346	43.3309381237525
"196"	18.8144288577154	18.8072072072072	18.7928071928072	18.785628742515
"197"	23.6401337792642	23.6200333889816	23.5800332778702	10000
"198"	18.8144288577154	18.8072072072072	18.7928071928072	18.785628742515
"199"	13.4092184368737	13.4046046046046	13.3954045954046	10000
"200"	26.9846153846154	26.9589315525876	26.9078202995008	10000
